"Gene","Median_R","P_value","FDR"
"ENSG00000224389.9",0.876889558289607,2.50353082259481e-55,7.70386504728875e-51
"ENSG00000131095.14",0.761639166370383,1.77752345179578e-33,3.64653011057732e-29
"ENSG00000133321.11",0.699121614070412,2.91844809548636e-26,4.49032423971531e-22
"ENSG00000159403.18",0.688542313424298,3.19479477411321e-25,3.27912295203332e-21
"ENSG00000229776.1",0.6878420613285,3.72966668793599e-25,3.27912295203332e-21
"ENSG00000233627.2",0.6878420613285,3.72966668793599e-25,3.27912295203332e-21
"ENSG00000145623.13",0.681801364139161,1.39258282733763e-24,1.07131396907084e-20
"ENSG00000134817.12",0.679172594068182,2.44644409008414e-24,1.67293283422376e-20
"ENSG00000196136.18",0.676016671269097,4.77508067609407e-24,2.93877565129533e-20
"ENSG00000205403.15",0.6632574088527,6.56740493066354e-23,3.67440335502507e-19
"ENSG00000182541.18",0.662079514782126,8.31160849349889e-23,4.26274694269913e-19
"ENSG00000168610.16",0.658026191662807,1.85433172752301e-22,8.77869167989816e-19
"ENSG00000026508.21",0.651077046203316,7.13409220785742e-22,3.13614693457412e-18
"ENSG00000132470.14",0.650471595967108,8.00937155644067e-22,3.28619175379723e-18
"ENSG00000064886.14",0.649099434302875,1.04011911017301e-21,3.90823514718306e-18
"ENSG00000142089.17",0.648903456384497,1.07955279965735e-21,3.90823514718306e-18
"ENSG00000185201.18",0.648600320100808,1.14345192796342e-21,3.90958919192114e-18
"ENSG00000069431.14",0.641312160451311,4.46935078558627e-21,1.44769328814801e-17
"ENSG00000138080.14",0.639806395060645,5.89628969071222e-21,1.81440626362596e-17
"ENSG00000013364.19",0.635577742264212,1.27341444667569e-20,3.73195327172421e-17
"ENSG00000088280.20",0.631965419428922,2.4352803898757e-20,6.81258619611408e-17
"ENSG00000106565.18",0.631439907467191,2.67426328806298e-20,7.15586346958903e-17
"ENSG00000069535.14",0.628848832934931,4.23180677450087e-20,1.07067927758214e-16
"ENSG00000135926.15",0.628693524463383,4.34924313329546e-20,1.07067927758214e-16
"ENSG00000273259.3",0.627387680787851,5.47146311906836e-20,1.29513740846132e-16
"ENSG00000197249.14",0.622690420582655,1.23832854286447e-19,2.8226552534093e-16
"ENSG00000105559.12",0.621260975063238,1.58343933473941e-19,3.48039965775723e-16
"ENSG00000182326.16",0.619055409400888,2.30816000687501e-19,4.89839308493502e-16
"ENSG00000159189.13",0.614642376107873,4.8628462027371e-19,9.97596689004173e-16
"ENSG00000185885.17",0.611450063458683,8.27655114240312e-19,1.64313568873567e-15
"ENSG00000128274.17",0.610951632378574,8.98824481079297e-19,1.72866418323576e-15
"ENSG00000172936.16",0.610482629380127,9.71242245694405e-19,1.81133735663686e-15
"ENSG00000170348.9",0.608411854212767,1.36536403361057e-18,2.47146953189791e-15
"ENSG00000158710.15",0.606817150524297,1.77185570650215e-18,3.11563107431339e-15
"ENSG00000110002.16",0.605226809476659,2.29439345774663e-18,3.92239308232108e-15
"ENSG00000213719.8",0.602427705255699,3.60330770236591e-18,5.96446675794565e-15
"ENSG00000163840.10",0.602291814879549,3.68272677762146e-18,5.96446675794565e-15
"ENSG00000111321.11",0.600673261532142,4.77086099988566e-18,7.52866331735803e-15
"ENSG00000173369.18",0.599981888154356,5.32631925895469e-18,8.19507481182769e-15
"ENSG00000134755.18",0.597255599436873,8.20194410218029e-18,1.2311718239624e-14
"ENSG00000143570.19",0.595277166152826,1.1190931586993e-17,1.63984450854737e-14
"ENSG00000067182.8",0.59480381269677,1.20508193087561e-17,1.72478051985601e-14
"ENSG00000143772.11",0.593992107307804,1.36780810337099e-17,1.90306977552038e-14
"ENSG00000003989.18",0.593839937662318,1.40062013166107e-17,1.90306977552038e-14
"ENSG00000221963.6",0.593740768640086,1.42241663970391e-17,1.90306977552038e-14
"ENSG00000164761.9",0.592295244979645,1.78041644598626e-17,2.33136063301656e-14
"ENSG00000216490.4",0.590106561405255,2.49582985023323e-17,3.20006983964071e-14
"ENSG00000149489.9",0.589589537954497,2.70212943138612e-17,3.39387456582096e-14
"ENSG00000187091.14",0.588975409805449,2.96889911521104e-17,3.65435854293096e-14
"ENSG00000073331.18",0.586895792302245,4.07772403919367e-17,4.92077349545364e-14
"ENSG00000138496.17",0.585260330620686,5.2253368358909e-17,6.18438711977057e-14
"ENSG00000132481.7",0.583116266952854,7.21754997837051e-17,8.38107350695914e-14
"ENSG00000178927.18",0.582415962133864,8.01649276875687e-17,9.13642649926616e-14
