"Gene","Median_R","P_value","FDR"
"ENSG00000254887.1",0.0526754500916973,0.495105868718121,0.954704651058833
"ENSG00000165685.9",0.0526719225085602,0.495134793841439,0.954704651058833
"ENSG00000268707.1",0.0526644171068573,0.495196338860166,0.954704651058833
"ENSG00000250667.1",0.0526635255123852,0.495203650290048,0.954704651058833
"ENSG00000122882.11",0.0526623821499068,0.495213026401518,0.954704651058833
"ENSG00000257663.1",0.0526547649122724,0.495275493740533,0.954704651058833
"ENSG00000233547.1",0.052651043927642,0.495306010257143,0.954704651058833
"ENSG00000221737.1",0.0526508222039464,0.49530782868759,0.954704651058833
"ENSG00000196696.13",0.0526477418772833,0.495333091846001,0.954704651058833
"ENSG00000242818.3",0.0526409196362787,0.495389046571833,0.954704651058833
"ENSG00000204450.9",0.0526386556357085,0.495407616214053,0.954704651058833
"ENSG00000182187.4",0.052637402985601,0.495417890779802,0.954704651058833
"ENSG00000267124.2",0.0526340515095202,0.495445381022866,0.954704651058833
"ENSG00000277127.1",0.0526297390713685,0.495480754676251,0.954704651058833
"ENSG00000289293.1",0.0526117170602251,0.495628598360215,0.954704651058833
"ENSG00000204852.17",0.0526023148036768,0.495705739095659,0.954704651058833
"ENSG00000278973.1",0.052596865620026,0.495750449784592,0.954704651058833
"ENSG00000168582.5",0.052596678009174,0.495751989174339,0.954704651058833
"ENSG00000153015.17",0.0525882387217236,0.495821238063953,0.954704651058833
"ENSG00000269993.1",0.0525806491307016,0.495883519106998,0.954704651058833
"ENSG00000251624.1",0.0525741244214204,0.495937064917289,0.954704651058833
"ENSG00000288754.1",0.0525674786936508,0.495991607023535,0.954704651058833
"ENSG00000179051.14",0.0525513397042594,0.496124074415314,0.954704651058833
"ENSG00000169856.9",0.0525456992214338,0.496170375408151,0.954704651058833
"ENSG00000266028.8",0.0525279300927835,0.496316251665967,0.954704651058833
"ENSG00000266106.1",0.0525089124727695,0.496472402566651,0.954704651058833
"ENSG00000132792.19",0.0525027958953017,0.496522630408312,0.954704651058833
"ENSG00000217130.1",0.0524975148971949,0.496565998836067,0.954704651058833
"ENSG00000249833.7",0.0524971807607875,0.496568742886697,0.954704651058833
"ENSG00000137707.14",0.0524958602501461,0.496579587482423,0.954704651058833
"ENSG00000227047.1",0.052481657212178,0.496696236789515,0.954704651058833
"ENSG00000287215.1",0.052480745188173,0.496703727721609,0.954704651058833
"ENSG00000180817.12",0.0524772568298032,0.496732379991479,0.954704651058833
"ENSG00000253981.6",0.0524697219874719,0.496794271777574,0.954704651058833
"ENSG00000177586.6",0.05246898164358,0.496800353240165,0.954704651058833
"ENSG00000258691.1",0.052455708990808,0.496909386462975,0.954704651058833
"ENSG00000254720.1",0.0524204768933086,0.497198875133543,0.954704651058833
"ENSG00000229459.1",0.0524195468862954,0.497206517851428,0.954704651058833
"ENSG00000251482.1",0.0524089373702725,0.497293710333651,0.954704651058833
"ENSG00000226782.2",0.0524070105395141,0.497309546526739,0.954704651058833
"ENSG00000286615.2",0.0524047279707975,0.49732830679536,0.954704651058833
"ENSG00000140534.14",0.0523950954887336,0.497407479588989,0.954704651058833
"ENSG00000253139.1",0.0523881850761246,0.497464282823982,0.954704651058833
"ENSG00000280048.1",0.0523781679165445,0.497546629436189,0.954704651058833
"ENSG00000219986.2",0.0523748431287951,0.497573962626829,0.954704651058833
"ENSG00000280018.4",0.0523388936075086,0.497869555428305,0.954704651058833
"ENSG00000147036.12",0.0523357844241054,0.497895124854865,0.954704651058833
"ENSG00000116030.17",0.052332282202357,0.497923927395295,0.954704651058833
"ENSG00000267076.1",0.05232402864031,0.497991808798482,0.954704651058833
"ENSG00000287902.1",0.052322065975277,0.498007951450988,0.954704651058833
"ENSG00000288093.1",0.0523142062443939,0.498072599431756,0.954704651058833
"ENSG00000137434.12",0.0522994986051781,0.498193584821466,0.954704651058833
"ENSG00000198105.16",0.0522924968522009,0.498251186850985,0.954704651058833
"ENSG00000272468.1",0.0522923840243084,0.498252115092365,0.954704651058833
"ENSG00000182809.11",0.0522898089799655,0.498273300373963,0.954704651058833
"ENSG00000189030.10",0.0522870998608135,0.498295589221973,0.954704651058833
"ENSG00000144043.12",0.0522867888408113,0.498298148123328,0.954704651058833
"ENSG00000224388.1",0.0522802257983164,0.498352146839107,0.954704651058833
"ENSG00000224666.3",0.0522750034655614,0.498395116806733,0.954704651058833
"ENSG00000227846.1",0.0522656326329018,0.498472226014543,0.954704651058833
"ENSG00000011454.18",0.052249554438908,0.498604542329904,0.954704651058833
"ENSG00000214544.7",0.0522446002551619,0.498645316766398,0.954704651058833
"ENSG00000165028.12",0.0522301961099553,0.498763877233722,0.954704651058833
"ENSG00000184292.7",0.0522141592205099,0.49889589428098,0.954704651058833
"ENSG00000258440.1",0.052213158845181,0.498904130066143,0.954704651058833
"ENSG00000238094.1",0.0522129258240795,0.498906048468127,0.954704651058833
"ENSG00000239744.3",0.0522015302346331,0.498999870126047,0.954704651058833
"ENSG00000288770.1",0.0521948758236529,0.49905466122187,0.954704651058833
"ENSG00000133119.13",0.0521930126457492,0.49907000282562,0.954704651058833
"ENSG00000279339.1",0.0521878554080961,0.499112469360445,0.954704651058833
"ENSG00000132141.14",0.0521841884737209,0.499142665363685,0.954704651058833
"ENSG00000068024.18",0.0521772455376579,0.499199840802087,0.954704651058833
"ENSG00000264229.1",0.0521487879947852,0.499434226167243,0.954704651058833
"ENSG00000088881.21",0.0521397146813818,0.499508969034566,0.954704651058833
"ENSG00000228015.1",0.0521366107292472,0.499534539686901,0.954704651058833
"ENSG00000285917.1",0.0521332754516675,0.499562016787927,0.954704651058833
"ENSG00000275128.1",0.05212051099445,0.499667181881906,0.954704651058833
"ENSG00000255921.1",0.0521154078074765,0.499709229791006,0.954704651058833
"ENSG00000205236.6",0.0521001473566899,0.499834979979111,0.954704651058833
"ENSG00000229022.1",0.052097968739842,0.49985293372116,0.954704651058833
"ENSG00000131732.12",0.0520973491849589,0.499858039466819,0.954704651058833
"ENSG00000287851.1",0.0520861943266657,0.499949971236496,0.954704651058833
"ENSG00000280515.1",0.0520797070447597,0.500003439680766,0.954704651058833
"ENSG00000271483.1",0.0520781253456959,0.500016476565456,0.954704651058833
"ENSG00000287070.1",0.0520732913069524,0.50005632141304,0.954704651058833
"ENSG00000237000.1",0.0520666360585359,0.500111180419543,0.954704651058833
"ENSG00000124097.8",0.0520657591892591,0.500118408661749,0.954704651058833
"ENSG00000226241.2",0.0520543704037657,0.500212294121458,0.954704651058833
"ENSG00000270323.1",0.0520420929652971,0.500313515725999,0.954704651058833
"ENSG00000256166.1",0.0520245349330865,0.500458292005615,0.954704651058833
"ENSG00000228763.1",0.0520179589227387,0.500512520736769,0.954704651058833
"ENSG00000229331.1",0.0519921410688145,0.500725456198056,0.954704651058833
"ENSG00000042088.14",0.0519890803275251,0.500750703138285,0.954704651058833
"ENSG00000283047.1",0.0519798849768296,0.500826556259593,0.954704651058833
"ENSG00000272567.1",0.05197935876126,0.500830897232933,0.954704651058833
"ENSG00000158850.15",0.0519783097360517,0.500839551141626,0.954704651058833
"ENSG00000220891.1",0.0519609103630799,0.5009830983126,0.954704651058833
"ENSG00000102893.17",0.0519586455564938,0.501001784861146,0.954704651058833
"ENSG00000267014.6",0.0519474540411444,0.501094129595957,0.954704651058833
"ENSG00000081923.15",0.0519418822718893,0.501140107359444,0.954704651058833
"ENSG00000228403.1",0.0519388701989381,0.501164963650223,0.954704651058833
"ENSG00000230565.1",0.051924173928828,0.501286249797715,0.954704651058833
"ENSG00000286086.1",0.0519152111321129,0.501360225998891,0.954704651058833
"ENSG00000167491.18",0.0519147627861271,0.501363926660931,0.954704651058833
"ENSG00000232254.1",0.0518987867256868,0.501495802929505,0.954704651058833
"ENSG00000271271.6",0.0518964699419533,0.501514928604324,0.954704651058833
"ENSG00000200750.1",0.0518911953035962,0.501558473594819,0.954704651058833
"ENSG00000228264.1",0.0518901839132016,0.50156682339584,0.954704651058833
"ENSG00000281207.1",0.0518826647655397,0.501628901995762,0.954704651058833
"ENSG00000232090.2",0.0518787355112098,0.50166134379327,0.954704651058833
"ENSG00000246115.3",0.0518745706559596,0.501695732026062,0.954704651058833
"ENSG00000169347.17",0.0518720984272146,0.501716145223775,0.954704651058833
"ENSG00000257766.1",0.0518678066732966,0.501751583279265,0.954704651058833
"ENSG00000223358.5",0.0518543754034987,0.501862497023893,0.954704651058833
"ENSG00000165533.19",0.0518485118135799,0.501910921847634,0.954704651058833
"ENSG00000261253.2",0.0518466522553709,0.501926279637111,0.954704651058833
"ENSG00000285639.1",0.0518449599800196,0.501940256078811,0.954704651058833
"ENSG00000286472.1",0.0518446423431497,0.501942879453128,0.954704651058833
"ENSG00000153179.13",0.0518429758590133,0.501956643123293,0.954704651058833
"ENSG00000243797.6",0.0518426690891864,0.501959176789573,0.954704651058833
"ENSG00000224711.2",0.0518367298295493,0.5020082315077,0.954704651058833
"ENSG00000174325.6",0.0518362391745304,0.50201228413594,0.954704651058833
"ENSG00000230817.6",0.0518361334334417,0.50201315752031,0.954704651058833
"ENSG00000258112.1",0.0518278345238373,0.502081706093241,0.954704651058833
"ENSG00000100324.14",0.0518162251582644,0.502177607099311,0.954704651058833
"ENSG00000229315.7",0.0518026056257123,0.502290125649285,0.954704651058833
"ENSG00000179331.3",0.0517877642523785,0.502412753552457,0.954704651058833
"ENSG00000251039.3",0.05178152593416,0.502464302783995,0.954704651058833
"ENSG00000258521.1",0.0517781791381731,0.502491959578955,0.954704651058833
"ENSG00000225192.1",0.0517781604701307,0.502492113847607,0.954704651058833
"ENSG00000065526.12",0.0517754364875284,0.502514624514988,0.954704651058833
"ENSG00000230342.2",0.0517665873044178,0.502587756755639,0.954704651058833
"ENSG00000286555.1",0.0517355089055946,0.502844641923237,0.954704651058833
"ENSG00000288634.1",0.0517236926667121,0.502942329620587,0.954704651058833
"ENSG00000234919.1",0.0517159420871016,0.503006410929225,0.954704651058833
"ENSG00000287245.1",0.0517151462860046,0.503012990805076,0.954704651058833
"ENSG00000227736.1",0.0517141239213961,0.503021444028958,0.954704651058833
"ENSG00000267022.1",0.0517101413507743,0.503054373852592,0.954704651058833
"ENSG00000149428.21",0.0517090118148401,0.503063713608479,0.954704651058833
"ENSG00000231767.4",0.0517060537339214,0.503088173423191,0.954704651058833
"ENSG00000265327.2",0.051704094197859,0.503104376801187,0.954704651058833
"ENSG00000144867.13",0.0516977126576949,0.503157147567017,0.954704651058833
"ENSG00000286505.1",0.0516897925451156,0.503222645254601,0.954704651058833
"ENSG00000149651.4",0.0516763149204391,0.503334112673542,0.954704651058833
"ENSG00000260284.1",0.0516762735381814,0.503334454947628,0.954704651058833
"ENSG00000197057.10",0.0516745945293404,0.503348342190634,0.954704651058833
"ENSG00000259945.1",0.0516726832629119,0.50336415070248,0.954704651058833
"ENSG00000164893.9",0.0516688150054213,0.50339614672004,0.954704651058833
"ENSG00000113638.14",0.051650213164963,0.503550025390418,0.954704651058833
"ENSG00000230755.1",0.0516501585571088,0.503550477155283,0.954704651058833
"ENSG00000203527.2",0.0516374215479869,0.503655854846324,0.954704651058833
"ENSG00000277408.1",0.0516349870596287,0.503675997525578,0.954704651058833
"ENSG00000169976.7",0.0515975716519017,0.503985621350619,0.954704651058833
"ENSG00000229960.1",0.0515965492812039,0.503994083174456,0.954704651058833
"ENSG00000273145.1",0.0515585098056028,0.504308976123098,0.954704651058833
"ENSG00000282952.1",0.0515577762408344,0.504315049624647,0.954704651058833
"ENSG00000289159.1",0.0515535415024095,0.50435011161204,0.954704651058833
"ENSG00000157330.10",0.0515448250309956,0.504422284615857,0.954704651058833
"ENSG00000256469.1",0.051538652241493,0.50447339901695,0.954704651058833
"ENSG00000231062.1",0.0515297881107435,0.504546804072542,0.954704651058833
"ENSG00000269419.1",0.0515234194659313,0.504599547119697,0.954704651058833
"ENSG00000272745.1",0.0515150594588385,0.504668786354804,0.954704651058833
"ENSG00000274326.1",0.0515112097984782,0.504700671673657,0.954704651058833
"ENSG00000217268.1",0.0515043951074369,0.504757117829947,0.954704651058833
"ENSG00000011243.19",0.0515005831598452,0.504788693669443,0.954704651058833
"ENSG00000274420.1",0.0514994920337272,0.504797732079958,0.954704651058833
"ENSG00000100577.19",0.0514953368297281,0.50483215274256,0.954704651058833
"ENSG00000284516.1",0.0514909554000822,0.504868448729209,0.954704651058833
"ENSG00000233415.1",0.0514779469036462,0.504976219807305,0.954704651058833
"ENSG00000251136.10",0.0514736733394238,0.505011627490865,0.954704651058833
"ENSG00000255548.1",0.0514702575082299,0.505039929546862,0.954704651058833
"ENSG00000205359.10",0.0514647384558317,0.505085659707174,0.954704651058833
"ENSG00000127957.19",0.0514623303131028,0.505105613946441,0.954704651058833
"ENSG00000215867.4",0.051447309145921,0.505230090927534,0.954704651058833
"ENSG00000261840.4",0.051446837605259,0.505233998736507,0.954704651058833
"ENSG00000286852.1",0.0514428024007842,0.505267440417764,0.954704651058833
"ENSG00000272650.1",0.0514404585748894,0.505286865361299,0.954704651058833
"ENSG00000249581.2",0.0514091417193469,0.505546447697226,0.954704651058833
"ENSG00000088854.13",0.0514017711321118,0.505607551884241,0.954704651058833
"ENSG00000176294.6",0.0513852103182349,0.505744859622101,0.954704651058833
"ENSG00000250597.5",0.0513840634359514,0.505754369283832,0.954704651058833
"ENSG00000279081.2",0.0513789218547386,0.505797003138755,0.954704651058833
"ENSG00000248315.1",0.051376112589467,0.505820298283743,0.954704651058833
"ENSG00000163092.22",0.0513743176274777,0.505835182859916,0.954704651058833
"ENSG00000230694.1",0.051353919613173,0.506004347781325,0.954704651058833
"ENSG00000227532.1",0.051345163623756,0.506076972048212,0.954704651058833
"ENSG00000231582.2",0.0513409923042949,0.506111571879003,0.954704651058833
"ENSG00000103375.11",0.051338282052972,0.506134053253364,0.954704651058833
"ENSG00000205300.3",0.0513345889661788,0.506164688027865,0.954704651058833
"ENSG00000255221.4",0.0513304928113357,0.506198667450132,0.954704651058833
"ENSG00000237269.1",0.0513268121296227,0.506229201352728,0.954704651058833
"ENSG00000228546.2",0.0513181208232093,0.506301305801906,0.954704651058833
"ENSG00000216819.1",0.0513129149054368,0.506344497480463,0.954704651058833
"ENSG00000104147.9",0.0513009329159543,0.506443915151814,0.954704651058833
"ENSG00000262904.1",0.0512877707521848,0.506553136758781,0.954704651058833
"ENSG00000185477.5",0.0512867705854285,0.506561436794101,0.954704651058833
"ENSG00000176563.10",0.0512857235590402,0.506570125777096,0.954704651058833
"ENSG00000136144.12",0.0512834198250476,0.506589244103022,0.954704651058833
"ENSG00000140265.14",0.0512813177405439,0.506606689299586,0.954704651058833
"ENSG00000205184.2",0.0512730709765245,0.506675132206036,0.954704651058833
"ENSG00000173626.10",0.0512726197469481,0.506678877264082,0.954704651058833
"ENSG00000254665.1",0.0512644015505543,0.506747088131912,0.954704651058833
"ENSG00000228340.7",0.0512635304844509,0.506754318243738,0.954704651058833
"ENSG00000227939.1",0.0512620752627091,0.506766397143719,0.954704651058833
"ENSG00000113555.6",0.0512350250229714,0.506990951835041,0.954704651058833
"ENSG00000214888.3",0.0512248855174386,0.507075137212172,0.954704651058833
"ENSG00000259871.1",0.0512178996938426,0.507133142716253,0.954704651058833
"ENSG00000227440.1",0.0512167201697177,0.507142937019215,0.954704651058833
"ENSG00000249148.2",0.0512165738466676,0.507144152034958,0.954704651058833
"ENSG00000230046.1",0.0512134476903967,0.507170110911985,0.954704651058833
"ENSG00000278180.1",0.0512081511983546,0.507214093332935,0.954704651058833
"ENSG00000261758.1",0.0511980409390623,0.507298055108355,0.954704651058833
"ENSG00000285737.1",0.0511951508587614,0.507322057431901,0.954704651058833
"ENSG00000230148.8",0.0511928924177994,0.507340814356996,0.954704651058833
"ENSG00000173120.15",0.0511715039727557,0.507518468712735,0.954704651058833
"ENSG00000280385.1",0.0511450824661569,0.507737972815878,0.954704651058833
"ENSG00000151657.12",0.0511378080028218,0.507798416136519,0.954704651058833
"ENSG00000233377.1",0.0511239817361739,0.50791330853104,0.954704651058833
"ENSG00000275592.1",0.0511133180349053,0.508001930128264,0.954704651058833
"ENSG00000259624.1",0.0511108942301717,0.508022074485265,0.954704651058833
"ENSG00000156381.9",0.0511090479928483,0.508037418930594,0.954704651058833
"ENSG00000200545.2",0.0511062987942381,0.508060268513229,0.954704651058833
"ENSG00000224352.1",0.0511062987942381,0.508060268513229,0.954704651058833
"ENSG00000130957.5",0.0510802174178336,0.508277066830236,0.954704651058833
"ENSG00000267078.1",0.0510764961673218,0.508308003198729,0.954704651058833
"ENSG00000257675.1",0.0510724663878487,0.508341505605935,0.954704651058833
"ENSG00000154608.14",0.0510720186730285,0.508345227846759,0.954704651058833
"ENSG00000233263.1",0.0510711083611205,0.508352796101259,0.954704651058833
"ENSG00000221837.7",0.0510692030773501,0.508368636655352,0.954704651058833
"ENSG00000233262.1",0.0510607704624888,0.50843874860532,0.954704651058833
"ENSG00000236388.1",0.0510592581489666,0.508451323083416,0.954704651058833
"ENSG00000265254.1",0.0510569064788018,0.508470876906114,0.954704651058833
"ENSG00000225519.1",0.0510517199677818,0.508514003432358,0.954704651058833
"ENSG00000289547.1",0.0510393519543706,0.508616852772088,0.954704651058833
"ENSG00000141295.14",0.0510349949901323,0.508653086782766,0.954704651058833
"ENSG00000287840.1",0.0510299950332131,0.508694669793773,0.954704651058833
"ENSG00000265675.2",0.0510249973093439,0.508736235997915,0.954704651058833
"ENSG00000227924.2",0.0510186114281244,0.508789350111413,0.954704651058833
"ENSG00000229239.2",0.0510182903361152,0.508792020847445,0.954704651058833
"ENSG00000224261.2",0.0509904965393897,0.509023227952352,0.954704651058833
"ENSG00000196611.6",0.05098082109481,0.509103727471229,0.954704651058833
"ENSG00000248363.5",0.0509783382556102,0.509124385712759,0.954704651058833
"ENSG00000212167.1",0.0509783382556099,0.509124385712761,0.954704651058833
"ENSG00000264596.1",0.0509732555629606,0.509166677159711,0.954704651058833
"ENSG00000254731.1",0.0509693029155729,0.509199567124877,0.954704651058833
"ENSG00000007216.16",0.0509604470511817,0.509273260745001,0.954704651058833
"ENSG00000257614.1",0.0509582742207962,0.509291342687019,0.954704651058833
"ENSG00000224323.2",0.0509454289840304,0.509398245471225,0.954704651058833
"ENSG00000231069.2",0.0509355012575705,0.509480875639063,0.954704651058833
"ENSG00000262000.1",0.0509071374761059,0.509716990565751,0.954704651058833
"ENSG00000259435.3",0.0509016451367212,0.509762718225383,0.954704651058833
"ENSG00000143882.12",0.0509006166028752,0.509771281742944,0.954704651058833
"ENSG00000251501.1",0.0508914151639137,0.509847895749106,0.954704651058833
"ENSG00000230524.8",0.0508856979246279,0.509895502246661,0.954704651058833
"ENSG00000261764.1",0.0508710240243059,0.510017699916404,0.954704651058833
"ENSG00000287893.1",0.0508692757911433,0.51003225943139,0.954704651058833
"ENSG00000198028.4",0.050865799207563,0.510061213515623,0.954704651058833
"ENSG00000240950.1",0.0508618223237926,0.51009433530253,0.954704651058833
"ENSG00000134571.12",0.050859922596514,0.510110157723003,0.954704651058833
"ENSG00000271660.1",0.0508564952834935,0.510138703720596,0.954704651058833
"ENSG00000109906.15",0.0508479784478539,0.510209643800329,0.954704651058833
"ENSG00000228392.3",0.0508417439427553,0.510261576691205,0.954704651058833
"ENSG00000143217.9",0.0508324958906362,0.510338617215568,0.954704651058833
"ENSG00000171649.12",0.0508282458339463,0.510374024162677,0.954704651058833
"ENSG00000228655.7",0.0508241982727622,0.510407745316302,0.954704651058833
"ENSG00000288931.1",0.0508151277827815,0.510483317825739,0.954704651058833
"ENSG00000286973.1",0.0508110741912936,0.510517092967247,0.954704651058833
"ENSG00000285748.2",0.0508072890546058,0.510548632347808,0.954704651058833
"ENSG00000273474.1",0.0508055980999243,0.510562722432897,0.954704651058833
"ENSG00000228375.1",0.0508003009214873,0.510606863119115,0.954704651058833
"ENSG00000256356.1",0.0507956374843229,0.510645724559563,0.954704651058833
"ENSG00000233916.1",0.050777463151038,0.510797189868024,0.954704651058833
"ENSG00000256916.1",0.0507773812648413,0.510797872362108,0.954704651058833
"ENSG00000112763.17",0.0507729302555519,0.510834970747582,0.954704651058833
"ENSG00000273942.1",0.050772571650389,0.510837959719757,0.954704651058833
"ENSG00000224626.1",0.0507665490307971,0.510888159576222,0.954704651058833
"ENSG00000207430.1",0.0507587361533225,0.510953285431497,0.954704651058833
"ENSG00000238519.1",0.0507587361533225,0.510953285431497,0.954704651058833
"ENSG00000257241.1",0.0507414331206827,0.51109753373803,0.954704651058833
"ENSG00000163472.19",0.0507279239788807,0.511210168581624,0.954704651058833
"ENSG00000287563.1",0.0507166757756688,0.511303962254212,0.954704651058833
"ENSG00000226938.1",0.0507088082703816,0.511369571110701,0.954704651058833
"ENSG00000236194.3",0.0506943425663217,0.511490215165961,0.954704651058833
"ENSG00000136149.6",0.050692483611263,0.511505719929648,0.954704651058833
"ENSG00000228451.4",0.0506812907910141,0.511599079683826,0.954704651058833
"ENSG00000253111.2",0.0506798459775842,0.511611131571861,0.954704651058833
"ENSG00000271131.1",0.0506788568128331,0.511619382758452,0.954704651058833
"ENSG00000228966.2",0.0506739287209141,0.51166049180586,0.954704651058833
"ENSG00000279377.1",0.0506610384076312,0.511768028013263,0.954704651058833
"ENSG00000198807.13",0.0506605287207635,0.511772280267497,0.954704651058833
"ENSG00000272564.1",0.0506536113872214,0.511829992528971,0.954704651058833
"ENSG00000148120.18",0.0506441714141232,0.511908756948192,0.954704651058833
"ENSG00000253269.1",0.0506139901905828,0.512160622439382,0.954704651058833
"ENSG00000254767.1",0.0506137240233333,0.512162843918037,0.954704651058833
"ENSG00000272043.1",0.0506124291187708,0.512173651490212,0.954704651058833
"ENSG00000274898.1",0.0506098568059168,0.512195120956321,0.954704651058833
"ENSG00000253215.1",0.0506074890850355,0.512214883233961,0.954704651058833
"ENSG00000273111.6",0.050605383922012,0.512232454392844,0.954704651058833
"ENSG00000237978.6",0.0505955308740306,0.512314698944755,0.954704651058833
"ENSG00000236281.1",0.0505887078841625,0.512371655243546,0.954704651058833
"ENSG00000161920.11",0.0505835738084901,0.51241451514412,0.954704651058833
"ENSG00000102886.15",0.050573106856252,0.512501900297819,0.954704651058833
"ENSG00000237731.1",0.0505664174929502,0.512557751631972,0.954704651058833
"ENSG00000238217.7",0.0505558600381486,0.512645905122977,0.954704651058833
"ENSG00000253395.1",0.0505513664120546,0.512683428741952,0.954704651058833
"ENSG00000237257.1",0.0505446957268831,0.512739134312186,0.954704651058833
"ENSG00000229365.3",0.0505397013160465,0.512780843693914,0.954704651058833
"ENSG00000165171.11",0.0505343056311645,0.512825906169105,0.954704651058833
"ENSG00000285201.1",0.0505212206902184,0.512935194547097,0.954704651058833
"ENSG00000260943.1",0.0505176292096664,0.512965193505896,0.954704651058833
"ENSG00000156042.19",0.0505159417698253,0.512979288685002,0.954704651058833
"ENSG00000233661.1",0.0504970606419675,0.513137016315428,0.954704651058833
"ENSG00000128536.16",0.0504969470422852,0.51313796537097,0.954704651058833
"ENSG00000129816.5",0.050496632753756,0.513140591063233,0.954704651058833
"ENSG00000129845.5",0.050496632753756,0.513140591063233,0.954704651058833
"ENSG00000151892.16",0.0504803139392873,0.513276934503829,0.954704651058833
"ENSG00000229212.8",0.0504755894249827,0.513316411236815,0.954704651058833
"ENSG00000257310.1",0.0504697511880478,0.513365196091932,0.954704651058833
"ENSG00000235491.1",0.0504656407860765,0.513399544431219,0.954704651058833
"ENSG00000285583.1",0.0504591499427983,0.513453787207025,0.954704651058833
"ENSG00000230795.3",0.0504570341353919,0.51347146925687,0.954704651058833
"ENSG00000162664.17",0.0504565560827999,0.513475464441779,0.954704651058833
"ENSG00000229754.1",0.0504547104155799,0.513490889216979,0.954704651058833
"ENSG00000106128.19",0.0504535678096602,0.51350043842519,0.954704651058833
"ENSG00000261711.6",0.0504470911071899,0.513554568513011,0.954704651058833
"ENSG00000242295.1",0.0504368063591351,0.51364053100542,0.954704651058833
"ENSG00000225762.1",0.0504329686566739,0.513672609382222,0.954704651058833
"ENSG00000226007.3",0.0504199471076645,0.513781460892476,0.954704651058833
"ENSG00000144815.17",0.0504193568316142,0.513786395490444,0.954704651058833
"ENSG00000268833.1",0.0503936538259405,0.514001291537148,0.954704651058833
"ENSG00000131378.14",0.0503926394039578,0.514009773802006,0.954704651058833
"ENSG00000275180.1",0.0503921169239511,0.514014142637104,0.954704651058833
"ENSG00000275832.5",0.0503877637605667,0.5140505433444,0.954704651058833
"ENSG00000231791.1",0.0503860746157133,0.514064668158866,0.954704651058833
"ENSG00000265352.1",0.0503753188066088,0.514154614106698,0.954704651058833
"ENSG00000179826.8",0.0503732034822783,0.514172304558082,0.954704651058833
"ENSG00000113273.17",0.0503652579147685,0.514238756118855,0.954704651058833
"ENSG00000289062.1",0.0503601288577386,0.51428165456775,0.954704651058833
"ENSG00000059769.20",0.0503553802567384,0.514321372599409,0.954704651058833
"ENSG00000123200.17",0.0503518281830731,0.514351083725136,0.954704651058833
"ENSG00000274164.1",0.0503502144843097,0.514364581712252,0.954704651058833
"ENSG00000203593.3",0.0503454428633796,0.514404495605938,0.954704651058833
"ENSG00000266605.1",0.0503334670537604,0.514504678486175,0.954704651058833
"ENSG00000287303.1",0.0503307339665718,0.514527543363344,0.954704651058833
"ENSG00000258894.1",0.0503237010355407,0.51458638293565,0.954704651058833
"ENSG00000180066.10",0.0503136394092659,0.514670567490214,0.954704651058833
"ENSG00000259849.2",0.0503118032259415,0.514685931405691,0.954704651058833
"ENSG00000166233.15",0.0503088145863162,0.514710938785656,0.954704651058833
"ENSG00000225045.1",0.050304289755402,0.514748801405178,0.954704651058833
"ENSG00000284670.1",0.05030155026054,0.514771725489565,0.954704651058833
"ENSG00000173699.17",0.0502983799981918,0.514798254891141,0.954704651058833
"ENSG00000257500.1",0.050290855805479,0.514861221687805,0.954704651058833
"ENSG00000227438.1",0.0502716554868104,0.515021919029305,0.954704651058833
"ENSG00000139437.18",0.0502713502260018,0.515024474122501,0.954704651058833
"ENSG00000236226.1",0.0502689080015966,0.51504491625756,0.954704651058833
"ENSG00000207349.1",0.0502664188758751,0.51506575140017,0.954704651058833
"ENSG00000128165.9",0.0502654132438699,0.515074169131881,0.954704651058833
"ENSG00000248543.2",0.0502604463191675,0.515115746253332,0.954704651058833
"ENSG00000236153.1",0.0502603924124605,0.515116197504942,0.954704651058833
"ENSG00000237827.1",0.0502161561695994,0.515486566495617,0.954704651058833
"ENSG00000235343.2",0.0502107420348005,0.515531905874852,0.954704651058833
"ENSG00000181109.3",0.0501940911688922,0.515671357430289,0.954704651058833
"ENSG00000239405.1",0.0501759739846654,0.515823111485305,0.954704651058833
"ENSG00000286073.1",0.050168730453826,0.515883791531876,0.954704651058833
"ENSG00000214853.5",0.0501684222376134,0.515886373582561,0.954704651058833
"ENSG00000249526.1",0.0501676138699799,0.515893145633625,0.954704651058833
"ENSG00000135373.13",0.050156439800276,0.515986760410388,0.954704651058833
"ENSG00000278475.1",0.0501546370318457,0.516001864567558,0.954704651058833
"ENSG00000254468.2",0.0501534289627958,0.516011986274691,0.954704651058833
"ENSG00000165072.10",0.0501499165431432,0.516041415373475,0.954704651058833
"ENSG00000288849.1",0.0501486932384634,0.516051665135544,0.954704651058833
"ENSG00000282916.2",0.0501473368359348,0.516063030213334,0.954704651058833
"ENSG00000268105.1",0.0501356507169488,0.516160951646232,0.954704651058833
"ENSG00000107562.17",0.0501293918885295,0.516213400139338,0.954704651058833
"ENSG00000243510.3",0.0501249056829517,0.516250995876558,0.954704651058833
"ENSG00000228482.2",0.050114113035365,0.516341447237422,0.954704651058833
"ENSG00000225215.1",0.0501120636095973,0.516358624049307,0.954704651058833
"ENSG00000233902.1",0.0501096111222811,0.516379179418883,0.954704651058833
"ENSG00000177191.3",0.0501029429679402,0.516435070264247,0.954704651058833
