"Gene","R","P","FDR"
"ENSG00000062716.13",0.238820541781299,0.00176599842775178,0.0225889516919328
"ENSG00000064012.24",0.260856700644643,0.000613732615339125,0.0110549342463682
"ENSG00000064042.18",0.260357059391442,0.000629269326755234,0.0112414407226183
"ENSG00000064932.16",0.374335904415273,5.33780609294084e-07,0.000110240884698355
"ENSG00000064989.13",0.218864437164258,0.00425159125210273,0.0398830031673433
"ENSG00000065457.11",0.253002125165608,0.000904115969506531,0.0143187393848968
"ENSG00000065485.20",0.274585908340131,0.000302885882246079,0.00693887096438035
"ENSG00000065534.20",0.261564347956595,0.000592332496514587,0.0107927458697993
"ENSG00000065613.15",0.26786217017981,0.00043003928934519,0.00880990973164183
"ENSG00000066336.12",0.264682084762881,0.000505998235225221,0.00979870294739614
"ENSG00000066629.18",0.256189215798913,0.000773717852720837,0.0129392722927369
"ENSG00000067066.17",0.347332067794927,3.71588238298218e-06,0.000354866767574798
"ENSG00000067141.17",0.279183078705438,0.00023709949540199,0.00590866563680416
"ENSG00000067167.8",0.262066350210336,0.000577571010413225,0.0106165241516116
"ENSG00000067182.8",0.34592285947149,4.09211366589054e-06,0.00037312355520777
"ENSG00000067798.16",0.216257675405876,0.00474312147101812,0.0431862059957969
"ENSG00000068079.8",0.345497596292132,4.21257783268947e-06,0.000376673651768491
"ENSG00000068697.7",0.223794428151538,0.00344537521209344,0.0348557811679848
"ENSG00000069399.15",0.279476769851933,0.000233385306201211,0.00584107087037375
"ENSG00000069702.11",0.338700161304226,6.6598378120302e-06,0.000517369602259948
"ENSG00000070214.16",0.401055871994022,6.53133079924937e-08,2.86061028091951e-05
"ENSG00000070371.16",0.246458608442301,0.00123721963582118,0.0178310749280451
"ENSG00000071205.12",0.258699830334323,0.000683435118179837,0.0119157874448335
"ENSG00000073008.15",0.337360733950293,7.27966311288077e-06,0.000552015767332866
"ENSG00000073614.13",0.236738283116919,0.0019422071281654,0.0241379098223022
"ENSG00000073792.16",0.23940787493469,0.00171899989377369,0.0222244877457313
"ENSG00000074695.6",0.393235300237345,1.23153220601145e-07,4.34508508740401e-05
"ENSG00000075651.17",0.264434127399014,0.00051241354616719,0.00987620736971558
"ENSG00000076344.16",0.234546675701813,0.00214481883084198,0.0255556153422086
"ENSG00000076513.17",0.31210850693138,3.61239019501513e-05,0.00160429279937009
"ENSG00000076944.17",0.373916121287403,5.50882708734927e-07,0.000111492124124738
"ENSG00000077238.14",0.263895445330936,0.000526610404935091,0.0100196960903665
"ENSG00000077522.15",0.237455281831483,0.00187980298556888,0.023616535728193
"ENSG00000077585.14",0.24487420436557,0.00133320803753376,0.018717037973367
"ENSG00000077942.19",0.28259761405128,0.000197123169123192,0.00521073867350307
"ENSG00000078043.16",0.284137598043157,0.000181230908191406,0.00491705520407029
"ENSG00000078114.19",0.347089396755381,3.7782379015526e-06,0.000356797685550709
"ENSG00000078795.17",0.221883486733992,0.00373988894807898,0.0368234104449808
"ENSG00000078900.15",0.36014033604122,1.51343601751997e-06,0.00020341701139185
"ENSG00000079277.22",0.332626491030957,9.93755884133937e-06,0.000653999500638715
"ENSG00000079974.19",0.370643087660222,7.0338092042768e-07,0.000123799726334836
"ENSG00000080298.16",0.289771659005515,0.000132701080006918,0.00399719280034705
"ENSG00000080823.23",0.461520248275377,2.69499287455303e-10,6.84609039922706e-07
"ENSG00000081041.9",0.235593753391757,0.00204573624863175,0.0249245594565812
"ENSG00000081059.20",0.298998604906044,7.85261342323157e-05,0.00272513577582447
"ENSG00000081237.20",0.398405099818592,8.11258887455114e-08,3.27117611397179e-05
"ENSG00000081791.9",0.212529220450843,0.00553479731828531,0.0481585554890093
"ENSG00000082074.19",0.212292025410603,0.00558894695103696,0.0484294842771518
"ENSG00000082146.13",0.22212165631505,0.00370198504009299,0.0365635793053974
"ENSG00000083838.17",0.234565409599844,0.00214300843510489,0.0255556153422086
