ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042551	neuron maturation	8/501	48/18577	3.86570791156617e-05	0.00140874534629917	0.00124345153100018	KCNQ3/ACTL6B/SRRM4/SPTBN4/KCNB1/CNTNAP2/RAC3/BCL11A	8
GO:0010469	regulation of signaling receptor activity	12/501	110/18577	4.15711916859786e-05	0.0014991611001756	0.0013232584371096	NETO1/ADRA2A/SHISA7/CACNG2/MAPK8IP2/CACNG3/DLGAP4/FBXW7/EPHB2/DLGAP1/CRH/DLGAP2	12
GO:0048172	regulation of short-term neuronal synaptic plasticity	5/501	16/18577	4.77468056769321e-05	0.00168672899238305	0.00148881822642464	SHISA7/RAB3A/SYNGR1/PPFIA3/SYP	5
GO:0097091	synaptic vesicle clustering	5/501	16/18577	4.77468056769321e-05	0.00168672899238305	0.00148881822642464	RAB3A/SYNDIG1/BRSK2/PCLO/BRSK1	5
GO:1903859	regulation of dendrite extension	6/501	26/18577	5.4295563533507e-05	0.00189869940356567	0.00167591728801457	SYT1/UNC13A/CPNE9/RNF157/SYT3/BCL11A	6
GO:0009914	hormone transport	22/501	319/18577	5.90772224469245e-05	0.00203024671998217	0.00179202962331121	PRKCB/CRYM/ADRA2A/PFKM/NNAT/PRKCE/SYT7/CRHR1/RAB3A/EIPR1/VGF/BRSK2/PLCB1/KCNB1/GPLD1/PTPRN2/PCLO/SMPD3/CPLX1/CRH/ABCC8/STX1A	22
GO:0051963	regulation of synapse assembly	12/501	114/18577	5.92301902709991e-05	0.00203024671998217	0.00179202962331121	LRTM2/IL1RAPL2/PTPRS/LRRTM1/NRXN1/SYNDIG1/STAU2/MYCBP2/CLSTN3/ADGRB1/EPHB2/CHRNB2	12
GO:0046928	regulation of neurotransmitter secretion	10/501	81/18577	6.28774814672515e-05	0.00213413569450612	0.00188372888234707	PRKCB/FBXL20/RAB3A/SYT1/GPR158/SLC4A8/FER1L5/CPLX1/SYP/STX1A	10
GO:0051588	regulation of neurotransmitter transport	11/501	98/18577	6.64577547309352e-05	0.00223375482406309	0.00197165929467455	PRKCB/FBXL20/RAB3A/SYT1/GPR158/SLC4A8/FER1L5/CPLX1/SYP/SYNGR3/STX1A	11
GO:0036465	synaptic vesicle recycling	10/501	82/18577	6.99115192292387e-05	0.0022910556835378	0.00202223681149024	SYT7/SYT5/RAB3A/SYT1/DNM1/AP3B2/SNAP91/SYP/CDK5/STX1A	10
