"Gene","R","P","FDR"
"ENSG00000206418.5",-0.317269468705231,2.63401331984283e-05,0.00127208821984729
"ENSG00000213221.5",-0.336650465355443,7.63013985226372e-06,0.000565097500487042
"ENSG00000213450.4",-0.310145177101109,4.06740852589902e-05,0.00172505428458435
"ENSG00000215114.10",-0.341456191845666,5.53828527008419e-06,0.000457085743961142
"ENSG00000220205.9",-0.341446325846807,5.54195997087084e-06,0.000457085743961142
"ENSG00000223839.8",-0.318920977196016,2.37785765571908e-05,0.00119141455676986
"ENSG00000225174.2",-0.33355930282991,9.3502403204407e-06,0.000626712809657401
"ENSG00000226476.7",-0.346573693675432,3.91406669736972e-06,0.000366896812964144
"ENSG00000227640.4",-0.327585407627834,1.37649440794292e-05,0.000827632002517144
"ENSG00000227741.1",-0.370614549992139,7.04872925965566e-07,0.000123799726334836
"ENSG00000230417.12",-0.326946982532119,1.43389143388921e-05,0.000849482038792927
"ENSG00000231533.2",-0.31133234959334,3.78622600531084e-05,0.00165169194299598
"ENSG00000231726.2",-0.325727273086553,1.54989214706328e-05,0.000884762027232551
"ENSG00000232860.9",-0.382342044062671,2.90023273323832e-07,7.44188001236898e-05
"ENSG00000236668.3",-0.326436021240079,1.48145077693285e-05,0.000865133197389087
"ENSG00000241563.4",-0.302373631548077,6.45245376089322e-05,0.0023949462304323
"ENSG00000243244.7",-0.31831876796438,2.46841332327522e-05,0.00121521518703799
"ENSG00000248540.3",-0.313244578962474,3.37143646384117e-05,0.00151852128530066
"ENSG00000249278.1",-0.308618495555076,4.45791400930025e-05,0.00183838294769893
"ENSG00000251536.2",-0.435405092629603,3.29663921604906e-09,3.64106634805628e-06
"ENSG00000253764.4",-0.326062667965494,1.51714009875284e-05,0.000873920860059374
"ENSG00000254768.6",-0.338216351998202,6.87771421976736e-06,0.000527838593126133
"ENSG00000255571.9",-0.31057550592548,3.9632898755033e-05,0.00170354403904248
"ENSG00000255998.2",-0.323721629745607,1.76011937464975e-05,0.000963627424013528
"ENSG00000256128.7",-0.393555977003709,1.20030205402543e-07,4.29454550400112e-05
"ENSG00000256463.10",-0.410097336224172,3.07328128831353e-08,1.69718618623975e-05
"ENSG00000256637.8",-0.373842561657729,5.53932954736592e-07,0.000111492124124738
"ENSG00000256732.2",-0.332746733869377,9.85993720134204e-06,0.000650576583703096
"ENSG00000259326.1",-0.315535665448646,2.93078550680152e-05,0.00137871748572739
"ENSG00000263146.3",-0.34807347632025,3.53137352561461e-06,0.000345718137800306
"ENSG00000264343.7",-0.336597717515873,7.6567957846376e-06,0.000565423207317293
"ENSG00000264364.3",-0.340452641306446,5.92415272312101e-06,0.00048080272084806
"ENSG00000267414.1",-0.393924558666706,1.16534435172691e-07,4.29032500969835e-05
"ENSG00000267575.8",-0.347673169069635,3.62988559938043e-06,0.000349280241973716
"ENSG00000267909.3",-0.34980567397758,3.13362932495651e-06,0.000320982200572057
"ENSG00000270629.7",-0.318562852979779,2.43132471928221e-05,0.0012110380753711
"ENSG00000271383.8",-0.319929419466428,2.23319341846232e-05,0.00113233158501394
"ENSG00000271860.8",-0.325528082761358,1.56965848119439e-05,0.00089203656370875
"ENSG00000272235.1",-0.390873574329824,1.48675273474974e-07,4.68772852001765e-05
"ENSG00000272717.1",-0.306003847336648,5.20968806662365e-05,0.00205908229141917
"ENSG00000277342.1",-0.311929028536105,3.65190726923937e-05,0.00161338087583457
"ENSG00000281160.1",-0.376843473061949,4.41718745452959e-07,9.59058229977907e-05
"ENSG00000284966.3",-0.336144863738992,7.8893021321298e-06,0.000567552892199265
"ENSG00000285106.2",-0.301680218065281,6.71944812034084e-05,0.00245250202012957
"ENSG00000285781.1",-0.305797257864217,5.27390246611035e-05,0.00207655417896293
"ENSG00000286246.1",-0.431310351327386,4.79073105277373e-09,4.34639074762897e-06
"ENSG00000286394.1",-0.335700744975555,8.12380849160973e-06,0.000571659576488537
"ENSG00000287828.1",-0.351586831812624,2.76925399436045e-06,0.00029955375129029
"ENSG00000288398.1",-0.304809805507084,5.59123144040794e-05,0.00215529669621674
